height,weight,earn,earnk,ethnicity,education,mother_education,father_education,walk,exercise,smokenow,tense,angry,age,sex
64,130,60000,60,White,12,12,12,4,2,no,1,1,43,female
64,122,15000,15,White,13,NA,NA,5,4,no,7,7,41,female
72,190,90000,90,White,16,16,16,8,7,no,0,0,50,male
63,160,35000,35,White,12,NA,NA,8,1,no,2,2,38,female
72,156,25000,25,Hispanic,13,13,13,1,6,yes,3,3,19,male
66,185,15000,15,White,12,12,12,1,1,no,1,1,76,male
61,180,26000,26,White,14,14,14,7,1,no,2,2,65,female
62,150,0,0,Hispanic,13,NA,NA,5,1,yes,7,7,32,female
69,140,2000,2,White,12,12,12,8,7,no,0,0,21,male
67,145,16000,16,White,12,NA,12,8,1,no,0,0,61,female
65,130,24000,24,Hispanic,11,NA,NA,1,1,no,4,4,27,female
68,172,15000,15,Hispanic,16,16,16,4,5,no,0,0,28,male
74,170,42000,42,White,17,17,17,8,3,no,0,0,43,male
63,150,0,0,White,15,15,15,8,7,yes,0,0,48,female
65,135,10000,10,White,12,12,12,1,5,yes,7,7,43,female
71,220,17000,17,Hispanic,13,13,13,7,6,no,0,0,36,male
64,NA,30000,30,White,14,14,14,3,2,no,7,7,34,female
65,120,0,0,White,16,16,16,5,3,no,2,2,22,female
69,160,32000,32,White,17,17,17,2,1,no,0,0,37,female
64,135,36000,36,Hispanic,17,17,17,2,7,no,0,0,34,female
72,190,10000,10,Hispanic,13,13,13,8,7,no,0,0,20,male
63,130,20000,20,White,15,15,15,8,5,no,5,5,29,female
65,110,24000,24,White,12,12,12,7,2,no,1,1,29,female
72,180,17000,17,White,12,12,12,8,1,yes,2,2,32,male
65,137,23000,23,White,14,14,14,5,3,no,0,0,48,female
64,125,25000,25,White,12,12,NA,4,2,no,2,2,33,female
71,200,50000,50,White,12,12,12,4,2,no,0,0,50,male
63,145,0,0,White,14,14,14,8,7,no,2,2,39,female
62,120,20000,20,White,12,12,12,1,2,no,7,7,30,female
66,145,30000,30,White,16,16,16,2,7,no,0,0,33,female
64,190,7000,7,White,10,10,10,2,1,yes,0,0,39,female
67,120,7000,7,White,10,10,10,7,3,no,0,0,78,male
68,185,30000,30,White,11,11,11,6,7,no,2,2,32,male
66,130,3000,3,White,12,12,NA,1,6,no,0,0,24,female
66,145,20000,20,White,14,14,14,8,1,yes,0,0,43,female
66,139,40000,40,White,16,16,16,7,1,yes,0,0,59,female
67,150,10000,10,White,12,12,12,7,1,no,0,0,77,male
66,240,16000,16,White,12,12,12,8,7,no,0,0,37,male
63,225,11000,11,White,9,9,9,3,1,no,2,2,51,female
68,175,16000,16,White,13,13,13,2,1,yes,3,3,43,female
70,185,18000,18,White,12,12,12,4,5,no,0,0,27,male
63,115,12000,12,White,16,16,16,8,7,no,0,0,26,female
70,170,4000,4,Black,14,14,NA,7,5,yes,7,7,21,male
72,195,60000,60,White,12,12,12,1,1,yes,1,1,45,male
75,180,43000,43,White,17,17,17,8,7,no,0,0,40,male
62,180,31000,31,White,14,14,14,8,1,no,2,2,39,female
68,150,50000,50,White,17,17,17,7,4,no,2,2,39,female
68,165,27000,27,White,14,14,14,7,1,no,0,0,29,female
70,158,30000,30,White,17,17,17,8,1,no,0,0,56,male
73,195,12000,12,Black,13,NA,NA,8,7,no,1,1,21,male
66,160,136500,136.5,White,18,18,18,8,7,no,0,0,49,male
69,124,0,0,White,16,16,16,1,4,no,4,4,39,female
62,140,20000,20,White,17,17,17,7,1,yes,2,2,30,female
60,120,15000,15,Black,12,12,12,1,1,no,0,0,76,female
64,150,25000,25,Other,16,16,16,4,1,yes,0,0,37,female
68,190,5000,5,Hispanic,12,12,12,1,1,yes,4,4,21,male
60,125,2000,2,Hispanic,6,NA,NA,8,1,no,0,0,67,female
60,140,5000,5,White,14,14,14,8,7,no,0,0,68,female
73,170,3000,3,Hispanic,15,15,15,8,6,no,1,1,20,male
64,138,25000,25,Black,16,16,NA,2,2,no,1,1,40,female
66,130,110000,110,Other,18,18,18,8,1,no,1,1,48,female
69,155,55000,55,White,18,18,18,4,1,no,0,0,71,male
70,170,58000,58,White,18,18,18,8,1,no,1,1,53,male
70,165,10000,10,White,16,16,16,1,6,no,6,6,36,female
72,165,19000,19,White,12,12,12,8,2,no,0,0,29,male
61,120,15000,15,White,18,18,18,6,1,no,0,0,82,female
64,130,8000,8,White,12,12,12,1,1,yes,7,7,33,female
72,194,60000,60,White,12,12,12,2,1,no,0,0,50,male
63,155,15000,15,Other,14,14,14,6,1,no,2,2,69,female
68,150,6000,6,White,12,12,12,1,6,yes,2,2,27,male
